"Protocol","Flow.Duration","Tot.Fwd.Pkts","Tot.Bwd.Pkts","TotLen.Fwd.Pkts","TotLen.Bwd.Pkts","Fwd.Pkt.Len.Max","Fwd.Pkt.Len.Min","Fwd.Pkt.Len.Mean","Fwd.Pkt.Len.Std","Bwd.Pkt.Len.Max","Bwd.Pkt.Len.Min","Bwd.Pkt.Len.Mean","Bwd.Pkt.Len.Std","Flow.Byts.s","Flow.Pkts.s","Flow.IAT.Mean","Flow.IAT.Std","Flow.IAT.Max","Flow.IAT.Min","Fwd.IAT.Tot","Fwd.IAT.Mean","Fwd.IAT.Std","Fwd.IAT.Max","Fwd.IAT.Min","Bwd.IAT.Tot","Bwd.IAT.Mean","Bwd.IAT.Std","Bwd.IAT.Max","Bwd.IAT.Min","Fwd.PSH.Flags","Bwd.PSH.Flags","Fwd.URG.Flags","Bwd.URG.Flags","Fwd.Header.Len","Bwd.Header.Len","Fwd.Pkts.s","Bwd.Pkts.s","Pkt.Len.Min","Pkt.Len.Max","Pkt.Len.Mean","Pkt.Len.Std","Pkt.Len.Var","FIN.Flag.Cnt","SYN.Flag.Cnt","RST.Flag.Cnt","PSH.Flag.Cnt","ACK.Flag.Cnt","URG.Flag.Cnt","CWR.Flag.Count","ECE.Flag.Cnt","Down.Up.Ratio","Pkt.Size.Avg","Fwd.Seg.Size.Avg","Bwd.Seg.Size.Avg","Fwd.Byts.b.Avg","Fwd.Pkts.b.Avg","Fwd.Blk.Rate.Avg","Bwd.Byts.b.Avg","Bwd.Pkts.b.Avg","Bwd.Blk.Rate.Avg","Subflow.Fwd.Pkts","Subflow.Fwd.Byts","Subflow.Bwd.Pkts","Subflow.Bwd.Byts","Init.Fwd.Win.Byts","Init.Bwd.Win.Byts","Fwd.Act.Data.Pkts","Fwd.Seg.Size.Min","Active.Mean","Active.Std","Active.Max","Active.Min","Idle.Mean","Idle.Std","Idle.Max","Idle.Min","Label"
6,1549,5,2,935,248,935,0,187,418.1447118,248,0,124,175.3624817,763718.5281,4519.044545,258.1666667,272.3155645,561,6,1549,387.25,458.0825071,956,6,535,535,0,535,535,0,0,0,0,124,40,3227.888961,1291.155584,0,935,147.875,329.6736211,108684.6964,0,0,1,1,0,0,0,1,0,169,187,124,0,0,0,0,0,0,5,935,2,248,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1138,5,2,935,309,935,0,187,418.1447118,309,0,154.5,218.4959954,1093145.87,6151.142355,189.6666667,227.4305755,575,6,1138,284.5,420.3446998,901,6,575,575,0,575,575,0,0,0,0,124,40,4393.673111,1757.469244,0,935,155.5,333.0087944,110894.8571,0,0,1,1,0,0,0,1,0,177.7142857,187,154.5,0,0,0,0,0,0,5,935,2,309,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,7271,5,2,935,315,935,0,187,418.1447118,315,0,157.5,222.7386361,171915.83,962.7286481,1211.833333,2468.882615,6220,5,7271,1817.75,3159.28192,6531,6,6220,6220,0,6220,6220,0,0,0,0,124,40,687.66332,275.065328,0,935,156.25,333.4104078,111162.5,0,0,1,1,0,0,0,1,0,178.5714286,187,157.5,0,0,0,0,0,0,5,935,2,315,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1950,5,2,935,249,935,0,187,418.1447118,249,0,124.5,176.0695885,607179.4872,3589.74359,325,396.7361844,931,7,1950,487.5,593.9699768,1244,7,931,931,0,931,931,0,0,0,0,124,40,2564.102564,1025.641026,0,935,148,329.7171948,108713.4286,0,0,1,1,0,0,0,1,0,169.1428571,187,124.5,0,0,0,0,0,0,5,935,2,249,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,34147,5,2,935,291,935,0,187,418.1447118,291,0,145.5,205.7680733,35903.59329,204.9960465,5691.166667,13582.40219,33414,7,34147,8536.75,16771.89575,33693,7,33414,33414,0,33414,33414,0,0,0,0,124,40,146.4257475,58.570299,0,935,153.25,331.8824017,110145.9286,0,0,1,1,0,0,0,1,0,175.1428571,187,145.5,0,0,0,0,0,0,5,935,2,291,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,15954,5,2,935,299,935,0,187,418.1447118,299,0,149.5,211.4249276,77347.3737,438.7614391,2659,6206.763053,15325,7,15954,3988.5,7809.586523,15702,8,15325,15325,0,15325,15325,0,0,0,0,124,40,313.401028,125.3604112,0,935,154.25,332.3684487,110468.7857,0,0,1,1,0,0,0,1,0,176.2857143,187,149.5,0,0,0,0,0,0,5,935,2,299,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1180,5,2,935,312,935,0,187,418.1447118,312,0,156,220.6173157,1056779.661,5932.20339,196.6666667,223.9237966,553,8,1180,295,426.6747395,918,8,553,553,0,553,553,0,0,0,0,124,40,4237.288136,1694.915254,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,0,178.1428571,187,156,0,0,0,0,0,0,5,935,2,312,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,7707,5,2,935,314,935,0,187,418.1447118,314,0,157,222.0315293,162060.4645,908.2652134,1284.5,2859.313676,7115,7,7707,1926.75,3657.457894,7410,7,7115,7115,0,7115,7115,0,0,0,0,124,40,648.7608667,259.5043467,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,0,178.4285714,187,157,0,0,0,0,0,0,5,935,2,314,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1481,5,2,935,248,935,0,187,418.1447118,248,0,124,175.3624817,798784.605,4726.536124,246.8333333,340.8139766,889,6,1481,370.25,563.0360409,1198,6,889,889,0,889,889,0,0,0,0,124,40,3376.097232,1350.438893,0,935,147.875,329.6736211,108684.6964,0,0,1,1,0,0,0,1,0,169,187,124,0,0,0,0,0,0,5,935,2,248,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1354,5,2,935,287,935,0,187,418.1447118,287,0,143.5,202.9396462,902511.0783,5169.867061,225.6666667,304.2299569,793,3,1354,338.5,515.2413674,1096,3,793,793,0,793,793,0,0,0,0,124,40,3692.762186,1477.104874,0,935,152.75,331.6481569,109990.5,0,0,1,1,0,0,0,1,0,174.5714286,187,143.5,0,0,0,0,0,0,5,935,2,287,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1695,5,2,935,336,935,0,187,418.1447118,336,0,168,237.5878785,749852.5074,4129.79351,282.5,452.8959042,1179,8,1695,423.75,695.5268387,1459,8,1179,1179,0,1179,1179,0,0,0,0,124,40,2949.852507,1179.941003,0,935,158.875,334.918087,112170.125,0,0,1,1,0,0,0,1,0,181.5714286,187,168,0,0,0,0,0,0,5,935,2,336,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,9038,5,2,935,326,935,0,187,418.1447118,326,0,163,230.5168107,139522.0181,774.5076344,1506.333333,3410.188949,8463,7,9038,2259.5,4340.724555,8769,7,8463,8463,0,8463,8463,0,0,0,0,124,40,553.2197389,221.2878956,0,935,157.625,334.1804207,111676.5536,0,0,1,1,0,0,0,1,0,180.1428571,187,163,0,0,0,0,0,0,5,935,2,326,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1248,5,2,935,261,935,0,187,418.1447118,261,0,130.5,184.5548699,958333.3333,5608.974359,208,246.7444022,588,8,1248,312,478.1429354,1017,8,588,588,0,588,588,0,0,0,0,124,40,4006.410256,1602.564103,0,935,149.5,330.2691543,109077.7143,0,0,1,1,0,0,0,1,0,170.8571429,187,130.5,0,0,0,0,0,0,5,935,2,261,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,16146,5,2,935,316,935,0,187,418.1447118,316,0,158,223.4457429,77480.49052,433.5439118,2691,6278.23507,15503,5,16146,4036.5,7876.559676,15850,5,15503,15503,0,15503,15503,0,0,0,0,124,40,309.6742227,123.8696891,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187,158,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1290,5,2,935,309,935,0,187,418.1447118,309,0,154.5,218.4959954,964341.0853,5426.356589,215,268.5635865,696,7,1290,322.5,478.7250429,1025,7,696,696,0,696,696,0,0,0,0,124,40,3875.968992,1550.387597,0,935,155.5,333.0087944,110894.8571,0,0,1,1,0,0,0,1,0,177.7142857,187,154.5,0,0,0,0,0,0,5,935,2,309,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,7303,5,2,935,299,935,0,187,418.1447118,299,0,149.5,211.4249276,168971.6555,958.5102013,1217.166667,2709.017786,6741,3,7303,1825.75,3483.61205,7049,3,6741,6741,0,6741,6741,0,0,0,0,124,40,684.6501438,273.8600575,0,935,154.25,332.3684487,110468.7857,0,0,1,1,0,0,0,1,0,176.2857143,187,149.5,0,0,0,0,0,0,5,935,2,299,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1223,5,2,935,260,935,0,187,418.1447118,260,0,130,183.8477631,977105.4783,5723.630417,203.8333333,264.011679,683,6,1223,305.75,465.8235539,993,7,683,683,0,683,683,0,0,0,0,124,40,4088.307441,1635.322976,0,935,149.375,330.221111,109045.9821,0,0,1,1,0,0,0,1,0,170.7142857,187,130,0,0,0,0,0,0,5,935,2,260,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1234,5,2,935,365,935,0,187,418.1447118,365,0,182.5,258.0939751,1053484.603,5672.6094,205.6666667,243.0972371,610,7,1234,308.5,456.3277331,978,7,610,610,0,610,610,0,0,0,0,124,40,4051.863857,1620.745543,0,935,162.5,337.2578496,113742.8571,0,0,1,1,0,0,0,1,0,185.7142857,187,182.5,0,0,0,0,0,0,5,935,2,365,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1300,5,2,935,250,935,0,187,418.1447118,250,0,125,176.7766953,911538.4615,5384.615385,216.6666667,281.6236259,734,3,1300,325,497.9404248,1063,3,734,734,0,734,734,0,0,0,0,124,40,3846.153846,1538.461538,0,935,148.125,329.7611419,108742.4107,0,0,1,1,0,0,0,1,0,169.2857143,187,125,0,0,0,0,0,0,5,935,2,250,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1513,5,2,935,326,935,0,187,418.1447118,326,0,163,230.5168107,833443.4898,4626.569729,252.1666667,356.4230165,931,5,1513,378.25,589.547496,1249,5,931,931,0,931,931,0,0,0,0,124,40,3304.692664,1321.877065,0,935,157.625,334.1804207,111676.5536,0,0,1,1,0,0,0,1,0,180.1428571,187,163,0,0,0,0,0,0,5,935,2,326,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1384,5,2,935,274,935,0,187,418.1447118,274,0,137,193.747258,873554.9133,5057.803468,230.6666667,309.2550188,795,6,1384,346,549.5519387,1160,6,795,795,0,795,795,0,0,0,0,124,40,3612.716763,1445.086705,0,935,151.125,330.9274575,109512.9821,0,0,1,1,0,0,0,1,0,172.7142857,187,137,0,0,0,0,0,0,5,935,2,274,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,9170,5,2,935,316,935,0,187,418.1447118,316,0,158,223.4457429,136423.1189,763.3587786,1528.333333,3451.912146,8569,3,9170,2292.5,4406.370124,8900,3,8569,8569,0,8569,8569,0,0,0,0,124,40,545.2562704,218.1025082,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187,158,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1475,5,2,935,308,935,0,187,418.1447118,308,0,154,217.7888886,842711.8644,4745.762712,245.8333333,349.8327696,914,7,1475,368.75,575.2984008,1219,7,914,914,0,914,914,0,0,0,0,124,40,3389.830508,1355.932203,0,935,155.375,332.9431258,110851.125,0,0,1,1,0,0,0,1,0,177.5714286,187,154,0,0,0,0,0,0,5,935,2,308,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1881,5,2,935,299,935,0,187,418.1447118,299,0,149.5,211.4249276,656034.0245,3721.424774,313.5,516.881321,1339,5,1881,470.25,785.6527541,1640,5,1339,1339,0,1339,1339,0,0,0,0,124,40,2658.160553,1063.264221,0,935,154.25,332.3684487,110468.7857,0,0,1,1,0,0,0,1,0,176.2857143,187,149.5,0,0,0,0,0,0,5,935,2,299,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1329,5,2,935,313,935,0,187,418.1447118,313,0,156.5,221.3244225,939051.9187,5267.118134,221.5,265.5829437,669,3,1329,332.25,437.4756184,941,3,669,669,0,669,669,0,0,0,0,124,40,3762.227239,1504.890895,0,935,156,333.2750901,111072.2857,0,0,1,1,0,0,0,1,0,178.2857143,187,156.5,0,0,0,0,0,0,5,935,2,313,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1265,5,2,935,326,935,0,187,418.1447118,326,0,163,230.5168107,996837.9447,5533.596838,210.8333333,267.1991143,693,4,1265,316.25,456.6328759,979,4,693,693,0,693,693,0,0,0,0,124,40,3952.56917,1581.027668,0,935,157.625,334.1804207,111676.5536,0,0,1,1,0,0,0,1,0,180.1428571,187,163,0,0,0,0,0,0,5,935,2,326,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,884,5,2,935,314,935,0,187,418.1447118,314,0,157,222.0315293,1412895.928,7918.552036,147.3333333,158.3599276,398,7,884,221,297.5320711,651,7,398,398,0,398,398,0,0,0,0,124,40,5656.108597,2262.443439,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,0,178.4285714,187,157,0,0,0,0,0,0,5,935,2,314,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1220,5,2,935,312,935,0,187,418.1447118,312,0,156,220.6173157,1022131.148,5737.704918,203.3333333,259.9035719,676,7,1220,305,446.7773495,958,7,676,676,0,676,676,0,0,0,0,124,40,4098.360656,1639.344262,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,0,178.1428571,187,156,0,0,0,0,0,0,5,935,2,312,65535,32768,1,20,0,0,0,0,0,0,0,0,0
