"Protocol","Flow.Duration","Tot.Fwd.Pkts","Tot.Bwd.Pkts","TotLen.Fwd.Pkts","TotLen.Bwd.Pkts","Fwd.Pkt.Len.Max","Fwd.Pkt.Len.Min","Fwd.Pkt.Len.Mean","Fwd.Pkt.Len.Std","Bwd.Pkt.Len.Max","Bwd.Pkt.Len.Min","Bwd.Pkt.Len.Mean","Bwd.Pkt.Len.Std","Flow.Byts.s","Flow.Pkts.s","Flow.IAT.Mean","Flow.IAT.Std","Flow.IAT.Max","Flow.IAT.Min","Fwd.IAT.Tot","Fwd.IAT.Mean","Fwd.IAT.Std","Fwd.IAT.Max","Fwd.IAT.Min","Bwd.IAT.Tot","Bwd.IAT.Mean","Bwd.IAT.Std","Bwd.IAT.Max","Bwd.IAT.Min","Fwd.PSH.Flags","Bwd.PSH.Flags","Fwd.URG.Flags","Bwd.URG.Flags","Fwd.Header.Len","Bwd.Header.Len","Fwd.Pkts.s","Bwd.Pkts.s","Pkt.Len.Min","Pkt.Len.Max","Pkt.Len.Mean","Pkt.Len.Std","Pkt.Len.Var","FIN.Flag.Cnt","SYN.Flag.Cnt","RST.Flag.Cnt","PSH.Flag.Cnt","ACK.Flag.Cnt","URG.Flag.Cnt","CWR.Flag.Count","ECE.Flag.Cnt","Down.Up.Ratio","Pkt.Size.Avg","Fwd.Seg.Size.Avg","Bwd.Seg.Size.Avg","Fwd.Byts.b.Avg","Fwd.Pkts.b.Avg","Fwd.Blk.Rate.Avg","Bwd.Byts.b.Avg","Bwd.Pkts.b.Avg","Bwd.Blk.Rate.Avg","Subflow.Fwd.Pkts","Subflow.Fwd.Byts","Subflow.Bwd.Pkts","Subflow.Bwd.Byts","Init.Fwd.Win.Byts","Init.Bwd.Win.Byts","Fwd.Act.Data.Pkts","Fwd.Seg.Size.Min","Active.Mean","Active.Std","Active.Max","Active.Min","Idle.Mean","Idle.Std","Idle.Max","Idle.Min","Label"
6,1119,5,2,935,299,935,0,187,418.1447118,299,0,149.5,211.4249276,1102770.331,6255.585344,186.5,238.1199278,618,6,1119,279.75,416.4575809,891,6,618,618,0,618,618,0,0,0,0,124,40,4468.275246,1787.310098,0,935,154.25,332.3684487,110468.7857,0,0,1,1,0,0,0,1,0,176.2857143,187,149.5,0,0,0,0,0,0,5,935,2,299,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,2048,5,2,935,248,935,0,187,418.1447118,248,0,124,175.3624817,577636.7188,3417.96875,341.3333333,417.371617,1010,5,2048,512,642.2123221,1361,5,1010,1010,0,1010,1010,0,0,0,0,124,40,2441.40625,976.5625,0,935,147.875,329.6736211,108684.6964,0,0,1,1,0,0,0,1,0,169,187,124,0,0,0,0,0,0,5,935,2,248,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,17149,5,2,935,349,935,0,187,418.1447118,349,0,174.5,246.7802666,74873.17045,408.1870663,2858.166667,6724.399316,16582,6,17149,4287.25,8398.43602,16884,6,16582,16582,0,16582,16582,0,0,0,0,124,40,291.5621902,116.6248761,0,935,160.5,335.9302649,112849.1429,0,0,1,1,0,0,0,1,0,183.4285714,187,174.5,0,0,0,0,0,0,5,935,2,349,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1177,5,2,935,284,935,0,187,418.1447118,284,0,142,200.8183259,1035683.942,5947.323704,196.1666667,252.9801705,662,7,1177,294.25,437.8274965,939,7,662,662,0,662,662,0,0,0,0,124,40,4248.08836,1699.235344,0,935,152.375,331.4763243,109876.5536,0,0,1,1,0,0,0,1,0,174.1428571,187,142,0,0,0,0,0,0,5,935,2,284,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1198,5,2,935,316,935,0,187,418.1447118,316,0,158,223.4457429,1044240.401,5843.071786,199.6666667,238.2231447,595,5,1198,299.5,446.7918979,955,5,595,595,0,595,595,0,0,0,0,124,40,4173.622705,1669.449082,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187,158,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1231,5,2,935,325,935,0,187,418.1447118,325,0,162.5,229.8097039,1023558.083,5686.433794,205.1666667,235.7875456,541,4,1231,307.75,462.2541689,986,4,541,541,0,541,541,0,0,0,0,124,40,4061.738424,1624.69537,0,935,157.5,334.1086222,111628.5714,0,0,1,1,0,0,0,1,0,180,187,162.5,0,0,0,0,0,0,5,935,2,325,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,7219,5,2,935,291,935,0,187,418.1447118,291,0,145.5,205.7680733,169829.6163,969.6633883,1203.166667,2540.783613,6370,5,7219,1804.75,3441.77884,6966,5,6370,6370,0,6370,6370,0,0,0,0,124,40,692.6167059,277.0466824,0,935,153.25,331.8824017,110145.9286,0,0,1,1,0,0,0,1,0,175.1428571,187,145.5,0,0,0,0,0,0,5,935,2,291,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1214,5,2,935,308,935,0,187,418.1447118,308,0,154,217.7888886,1023887.974,5766.062603,202.3333333,248.6569256,641,3,1214,303.5,424.6853737,914,3,641,641,0,641,641,0,0,0,0,124,40,4118.616145,1647.446458,0,935,155.375,332.9431258,110851.125,0,0,1,1,0,0,0,1,0,177.5714286,187,154,0,0,0,0,0,0,5,935,2,308,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1123,5,2,935,325,935,0,187,418.1447118,325,0,162.5,229.8097039,1121994.657,6233.303651,187.1666667,233.8011263,605,3,1123,280.75,399.8994665,860,3,605,605,0,605,605,0,0,0,0,124,40,4452.359751,1780.9439,0,935,157.5,334.1086222,111628.5714,0,0,1,1,0,0,0,1,0,180,187,162.5,0,0,0,0,0,0,5,935,2,325,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,7893,5,2,935,276,935,0,187,418.1447118,276,0,138,195.1614716,153427.0873,886.8617763,1315.5,2950.897813,7334,3,7893,1973.25,3756.851463,7606,3,7334,7334,0,7334,7334,0,0,0,0,124,40,633.4726973,253.3890789,0,935,151.375,331.0342829,109583.6964,0,0,1,1,0,0,0,1,0,173,187,138,0,0,0,0,0,0,5,935,2,276,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1230,5,2,935,284,935,0,187,418.1447118,284,0,142,200.8183259,991056.9106,5691.056911,205,273.0377263,714,7,1230,307.5,463.7129141,990,7,714,714,0,714,714,0,0,0,0,124,40,4065.04065,1626.01626,0,935,152.375,331.4763243,109876.5536,0,0,1,1,0,0,0,1,0,174.1428571,187,142,0,0,0,0,0,0,5,935,2,284,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1254,5,2,935,349,935,0,187,418.1447118,349,0,174.5,246.7802666,1023923.445,5582.137161,209,269.0672778,691,5,1254,313.5,482.2679062,1025,5,691,691,0,691,691,0,0,0,0,124,40,3987.240829,1594.896332,0,935,160.5,335.9302649,112849.1429,0,0,1,1,0,0,0,1,0,183.4285714,187,174.5,0,0,0,0,0,0,5,935,2,349,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,9271,5,2,935,314,935,0,187,418.1447118,314,0,157,222.0315293,134721.1736,755.042606,1545.166667,3487.858909,8659,6,9271,2317.75,4465.321816,9014,6,8659,8659,0,8659,8659,0,0,0,0,124,40,539.3161471,215.7264589,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,0,178.4285714,187,157,0,0,0,0,0,0,5,935,2,314,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1332,5,2,935,291,935,0,187,418.1447118,291,0,145.5,205.7680733,920420.4204,5255.255255,222,262.664044,651,4,1332,333,490.4236264,1049,4,651,651,0,651,651,0,0,0,0,124,40,3753.753754,1501.501502,0,935,153.25,331.8824017,110145.9286,0,0,1,1,0,0,0,1,0,175.1428571,187,145.5,0,0,0,0,0,0,5,935,2,291,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1211,5,2,935,312,935,0,187,418.1447118,312,0,156,220.6173157,1029727.498,5780.346821,201.8333333,248.0414616,628,7,1211,302.75,459.6008232,980,7,628,628,0,628,628,0,0,0,0,124,40,4128.819158,1651.527663,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,0,178.1428571,187,156,0,0,0,0,0,0,5,935,2,312,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1373,5,2,935,291,935,0,187,418.1447118,291,0,145.5,205.7680733,892935.1784,5098.324836,228.8333333,327.0800616,850,4,1373,343.25,550.98964,1161,4,850,850,0,850,850,0,0,0,0,124,40,3641.660597,1456.664239,0,935,153.25,331.8824017,110145.9286,0,0,1,1,0,0,0,1,0,175.1428571,187,145.5,0,0,0,0,0,0,5,935,2,291,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,7674,5,2,935,333,935,0,187,418.1447118,333,0,166.5,235.4665581,165233.2551,912.1709669,1279,2840.701533,7071,3,7674,1918.5,3655.348638,7399,3,7071,7071,0,7071,7071,0,0,0,0,124,40,651.5506906,260.6202763,0,935,158.5,334.6930363,112019.4286,0,0,1,1,0,0,0,1,0,181.1428571,187,166.5,0,0,0,0,0,0,5,935,2,333,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,15607,5,2,935,284,935,0,187,418.1447118,284,0,142,200.8183259,78105.97809,448.5166912,2601.166667,6103.717537,15058,7,15607,3901.75,7626.835577,15341,7,15058,15058,0,15058,15058,0,0,0,0,124,40,320.3690652,128.1476261,0,935,152.375,331.4763243,109876.5536,0,0,1,1,0,0,0,1,0,174.1428571,187,142,0,0,0,0,0,0,5,935,2,284,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1298,5,2,935,313,935,0,187,418.1447118,313,0,156.5,221.3244225,961479.1988,5392.912173,216.3333333,250.1868635,629,8,1298,324.5,463.3029966,998,8,629,629,0,629,629,0,0,0,0,124,40,3852.080123,1540.832049,0,935,156,333.2750901,111072.2857,0,0,1,1,0,0,0,1,0,178.2857143,187,156.5,0,0,0,0,0,0,5,935,2,313,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1224,5,2,935,309,935,0,187,418.1447118,309,0,154.5,218.4959954,1016339.869,5718.954248,204,248.3827691,641,4,1224,306,447.4967411,962,4,641,641,0,641,641,0,0,0,0,124,40,4084.96732,1633.986928,0,935,155.5,333.0087944,110894.8571,0,0,1,1,0,0,0,1,0,177.7142857,187,154.5,0,0,0,0,0,0,5,935,2,309,65535,32768,1,20,0,0,0,0,0,0,0,0,0
6,1303,5,2,935,249,935,0,187,418.1447118,249,0,124.5,176.0695885,908672.2947,5372.217959,217.1666667,293.3505866,771,7,1303,325.75,489.6211971,1047,7,771,771,0,771,771,0,0,0,0,124,40,3837.298542,1534.919417,0,935,148,329.7171948,108713.4286,0,0,1,1,0,0,0,1,0,169.1428571,187,124.5,0,0,0,0,0,0,5,935,2,249,65535,32768,1,20,0,0,0,0,0,0,0,0,0
